Category,COST ACCOUNT,ITEM,U.O.M.,FOUN.,GF,FF,SF,TF,FOF,RF,BUDGET QTY,ENG. QTY
MECHANICAL,S1.P10.SW.20.3,Irrigation System,,,,,,,,, -   , -   
MECHANICAL,S1.P10.SW.20.3.1,"Irrigation Pipes (UPVC), complete with isolation valves, connections, supports, concrete encasements, including trenches for buried pipes, and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P10.SW.20.3.1.1,160 mm diameter ,M.L," 3,267.00 ",,,,,,," 3,267.00 "," 3,267.00 "
MECHANICAL,S1.P10.SW.20.3.2,"End-Pipe with Capped/Plugged 
( for Future Use )",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,,,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.1,"Plumbing Fixtures, complete with fittings, angle valves and all appurtenances ",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.1.1,"Water  Closet, Western Type, floor mounted with flush tank (P-1), including hand spray assembly",EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P1.MOSQ.10.1.2,"Water  Closet, Eastern Type, with wall mounted flush valve (P-3A), including hand spray assembly",EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P1.MOSQ.10.1.3,"Lavatory, Countertop (P-4A)",EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P1.MOSQ.10.1.4,Shower (P-8) ,EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.MOSQ.10.1.5,Ablution Mixing Valve and Faucet (P-15),EACH, 7.00 ,,,,,,, 7.00 , 7.00 
MECHANICAL,S1.P1.MOSQ.10.2,Water Supply Piping System,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.1,"Cold Water Pipes (UPVC), complete with all connections, fittings, hangers and supports, isolation valves, disinfections and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.1.1,75 mm diameter,M.L, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P1.MOSQ.10.2.1.2,63 mm diameter,M.L, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P1.MOSQ.10.2.1.3,50 mm diameter,M.L, 12.00 ,,,,,,, 12.00 , 12.00 
MECHANICAL,S1.P1.MOSQ.10.2.1.4,40 mm diameter,M.L, 12.00 ,,,,,,, 12.00 , 12.00 
MECHANICAL,S1.P1.MOSQ.10.2.1.5,32 mm diameter,M.L, 7.00 ,,,,,,, 7.00 , 7.00 
MECHANICAL,S1.P1.MOSQ.10.2.1.6,20 mm diameter,M.L, 48.00 ,,,,,,, 48.00 , 48.00 
MECHANICAL,S1.P1.MOSQ.10.2.2,"Hot Water Pipes (CPVC), complete with all connections, fittings, insulation, hangers and supports, isolation valves, disinfections and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.2.1,50 mm diameter,M.L, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P1.MOSQ.10.2.2.2,40 mm diameter,M.L, 11.00 ,,,,,,, 11.00 , 11.00 
MECHANICAL,S1.P1.MOSQ.10.2.2.3,32 mm diameter,M.L, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P1.MOSQ.10.2.2.4,20 mm diameter,M.L, 12.00 ,,,,,,, 12.00 , 12.00 
MECHANICAL,S1.P1.MOSQ.10.2.3,Presssure Reducing Valve with Gate/Check Valve including Valve Box,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.3.1,75 mm diameter,EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.MOSQ.10.2.4,Water Hammer Arresters,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.4.1,PDI -A,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.MOSQ.10.2.4.2,PDI - B,EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P1.MOSQ.10.2.5,"Electric Water Heater, complete with angle valves, pressure relief valves, concrete pad and all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.2.5.1,"EWH - (1), 150 liters capacity, vertical floor mounted",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.MOSQ.10.3,Sanitary Drainage System,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.3.1,"Below/Above ground drainage and vent pipes (UPVC), complete with connections, fittings and supports, including trenches for buried pipes and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.3.1.1,110 mm diameter,M.L , 36.00 ,,,,,,, 36.00 , 36.00 
MECHANICAL,S1.P1.MOSQ.10.3.1.2,63 mm diameter,M.L , 50.00 ,,,,,,, 50.00 , 50.00 
MECHANICAL,S1.P1.MOSQ.10.3.1.3,50 mm diameter,M.L , 18.00 ,,,,,,, 18.00 , 18.00 
MECHANICAL,S1.P1.MOSQ.10.3.2,"Floor Drains, Cast Iron ",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.3.2.1,63 mm diameter,EACH, 7.00 ,,,,,,, 7.00 , 7.00 
MECHANICAL,S1.P1.MOSQ.10.3.3,"P Traps, PVC",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.3.3.1,63 mm diameter,EACH, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P1.MOSQ.10.3.4,"Floor Cleanouts, Cast Iron",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.3.4.1,110 mm diameter,EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P1.MOSQ.10.4,For External Use,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.4.1,"Water Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.4.1.1,75 mm diameter,M.L, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P1.MOSQ.10.4.2,"Sewer Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.10.4.2.1,110 mm diameter,M.L, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P1.MOSQ.11,"HEATING, VENTILATING AND AIR CONDITIONING SYSTEMS",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.11.1,"Exhaust Fans, complete with all other appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.11.1.1,"EF - (1 to 4),  air flow = 86 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P1.MOSQ.11.1.2,"EF - (5 & 6),  air flow = 60 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.MOSQ.11.1.3,"EF - ( 7 ),  air flow = 52 lps @ 40 pascals static pressure, wall mounted, propeller type with automatic gravity shutter",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.MOSQ.11.1.4,"EF - (8 to 11),  air flow = 200 lps @ 40 pascals static pressure, wall mounted, propeller type with automatic gravity shutter",EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P1.MOSQ.11.2,"Ceiling Fans, complete with controller and all other accessories",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.11.2.1,"CF - (1 to 9), air delivery - 3.833 cms",EACH, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P1.MOSQ.11.3,"Split Type Airconditioning Units, complete with all refrigerant lines, insulations, condensate drain system (with Soakaway Pit), pipe sleeves, metal jackets, control wires & all other appurtenances, including all civil/structural works related thereto, testing",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.11.3.1,"ACCU + FCU (1 to 11),  14.36 KW cooling capacity, floor mounted FCU, free standing",EACH, 11.00 ,,,,,,, 11.00 , 11.00 
MECHANICAL,S1.P1.MOSQ.11.3.2,"ACCU + FCU (12),  7.034 KW cooling capacity, wall mounted FCU, high level",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.MOSQ.12,FIRE PROTECTION SYSTEM,,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.12.1,"Portable Fire Extinguishers, complete with all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P1.MOSQ.12.1.1,"(FE),  4.54 kg, multipurpose dry chemical type ABC, 4A : 60 B:C",EACH, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P3.MOSQ.10.1,"Plumbing Fixtures, complete with fittings, angle valves and all appurtenances ",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.1.1,"Water  Closet, Western Type, floor mounted with flush tank (P-1), including hand spray assembly",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P3.MOSQ.10.1.2,"Water  Closet, Eastern Type, with wall mounted flush valve (P-3A), including hand spray assembly",EACH, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P3.MOSQ.10.1.3,"Lavatory, wall hung (P-4) ",EACH, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P3.MOSQ.10.1.4,Ablution Mixing Valve and Faucet (P-15),EACH, 17.00 ,,,,,,, 17.00 , 17.00 
MECHANICAL,S1.P3.MOSQ.10.2,Water Supply Piping System,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.1,"Cold Water Pipes (UPVC), complete with all connections, fittings, hangers and supports, isolation valves, disinfections and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.1.1,90 mm diameter,M.L, -   ,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.1.2,75 mm diameter,M.L, 21.00 ,,,,,,, 21.00 , 21.00 
MECHANICAL,S1.P3.MOSQ.10.2.1.3,63 mm diameter,M.L, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P3.MOSQ.10.2.1.4,50 mm diameter,M.L, 14.00 ,,,,,,, 14.00 , 14.00 
MECHANICAL,S1.P3.MOSQ.10.2.1.5,40 mm diameter,M.L, 33.00 ,,,,,,, 33.00 , 33.00 
MECHANICAL,S1.P3.MOSQ.10.2.1.6,32 mm diameter,M.L, 10.00 ,,,,,,, 10.00 , 10.00 
MECHANICAL,S1.P3.MOSQ.10.2.1.7,20 mm diameter,M.L, 44.00 ,,,,,,, 44.00 , 44.00 
MECHANICAL,S1.P3.MOSQ.10.2.2,"Hot Water Pipes (CPVC), complete with all connections, fittings, insulation, hangers and supports, isolation valves, disinfections and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.2.1,40 mm diameter,M.L, 23.00 ,,,,,,, 23.00 , 23.00 
MECHANICAL,S1.P3.MOSQ.10.2.2.2,32 mm diameter,M.L, 14.00 ,,,,,,, 14.00 , 14.00 
MECHANICAL,S1.P3.MOSQ.10.2.2.3,20 mm diameter,M.L, 21.00 ,,,,,,, 21.00 , 21.00 
MECHANICAL,S1.P3.MOSQ.10.2.3,Presssure Reducing Valve with Gate/Check Valve including Valve Box,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.3.1,90 mm diameter,EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P3.MOSQ.10.2.4,Water Hammer Arresters,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.4.1,PDI - B,EACH, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P3.MOSQ.10.2.4.2,PDI - C,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P3.MOSQ.10.2.5,"Electric Water Heaters, complete with angle valves, pressure relief valves, concrete pad and all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.2.5.1,"EWH - (1, 2 & 3), 120 liters capacity, vertical wall mounted",EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P3.MOSQ.10.3,Sanitary Drainage System,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.1,"Below/Above ground drainage and vent pipes (UPVC), complete with connections, fittings and supports, including trenches for buried pipes and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.1.1,110 mm diameter,M.L , 56.00 ,,,,,,, 56.00 , 56.00 
MECHANICAL,S1.P3.MOSQ.10.3.1.2,63 mm diameter,M.L , 98.00 ,,,,,,, 98.00 , 98.00 
MECHANICAL,S1.P3.MOSQ.10.3.1.3,50 mm diameter,M.L , 48.00 ,,,,,,, 48.00 , 48.00 
MECHANICAL,S1.P3.MOSQ.10.3.2,"Floor Drains, Cast Iron ",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.2.1,63 mm diameter,EACH, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P3.MOSQ.10.3.3,"P Traps, PVC",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.3.1,63 mm diameter,EACH, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P3.MOSQ.10.3.4,"Floor Cleanouts, Cast Iron",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.4.1,110 mm diameter,EACH, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P3.MOSQ.10.3.5,"Ground Cleanout, Cast Iron",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.3.5.1,110 mm diameter,EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P3.MOSQ.10.4,For External Use,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.4.1,"Water Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.4.1.1,90 mm diameter,M.L, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P3.MOSQ.10.4.2,"Sewer Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.10.4.2.1,110 mm diameter,M.L, 9.00 ,,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P3.MOSQ.11,"HEATING, VENTILATING AND AIR CONDITIONING SYSTEMS",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.11.1,"Exhaust Fans, complete with all other appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.11.1.1,"EF - (1),  air flow = 140 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P3.MOSQ.11.1.2,"EF - (2),  air flow = 100 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P3.MOSQ.11.1.3,"EF - (3),  air flow = 52 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P3.MOSQ.11.1.4,"EF - (4),  air flow = 31 lps  @ 50 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P3.MOSQ.11.1.5,"EF - ( 5 ),  air flow = 478 lps @ 40 pascals static pressure, wall mounted, propeller type with automatic gravity shutter",EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P3.MOSQ.11.2,"Ceiling Fans, complete with controller and all other accessories",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.11.2.1,"CF - (1 to 20), air delivery - 3.833 cms",EACH, 20.00 ,,,,,,, 20.00 , 20.00 
MECHANICAL,S1.P3.MOSQ.11.3,"Split Type Airconditioning Units, complete with all refrigerant lines, insulations, condensate drain system (with Soakaway Pit), pipe sleeves, metal jackets, control wires & all other appurtenances, including all civil/structural works related thereto, testing",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.11.3.1,"ACCU + FCU (1 to 18),  20.8 KW cooling capacity, floor mounted FCU, free standing",EACH, 18.00 ,,,,,,, 18.00 , 18.00 
MECHANICAL,S1.P3.MOSQ.11.3.2,"ACCU + FCU (19 & 20),  7.034 KW cooling capacity, wall mounted FCU, high level",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P3.MOSQ.12,FIRE PROTECTION SYSTEM,,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.12.1,"Portable Fire Extinguishers, complete with all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P3.MOSQ.12.1.1,"(FE),  4.54 kg, multipurpose dry chemical type ABC, 4A : 60 B:C",EACH, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,,,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.1,"Plumbing Fixtures, complete with fittings, angle valves and all appurtenances ",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.1.1,"Water  Closet, Western Type, floor mounted with flush tank (P-1), including hand spray assembly",EACH, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P6.MOSQ.10.1.2,"Water  Closet, Eastern Type, with wall mounted flush valve (P-3A), including hand spray assembly",EACH, 14.00 ,,,,,,, 14.00 , 14.00 
MECHANICAL,S1.P6.MOSQ.10.1.3,"Lavatory, wall hung (P-4) ",EACH, 18.00 ,,,,,,, 18.00 , 18.00 
MECHANICAL,S1.P6.MOSQ.10.1.4,Ablution Mixing Valve and Faucet (P-15),EACH, 28.00 ,,,,,,, 28.00 , 28.00 
MECHANICAL,S1.P6.MOSQ.10.2,Water Supply Piping System,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.1,"Cold Water Pipes (UPVC), complete with all connections, fittings, hangers and supports, isolation valves, disinfections and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.1.1,90 mm diameter,M.L, 13.00 ,,,,,,, 13.00 , 13.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.2,75 mm diameter,M.L, 18.00 ,,,,,,, 18.00 , 18.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.3,63 mm diameter,M.L, 22.00 ,,,,,,, 22.00 , 22.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.4,50 mm diameter,M.L, 30.00 ,,,,,,, 30.00 , 30.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.5,40 mm diameter,M.L, 46.00 ,,,,,,, 46.00 , 46.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.6,32 mm diameter,M.L, 19.00 ,,,,,,, 19.00 , 19.00 
MECHANICAL,S1.P6.MOSQ.10.2.1.7,20 mm diameter,M.L, 46.00 ,,,,,,, 46.00 , 46.00 
MECHANICAL,S1.P6.MOSQ.10.2.2,"Hot Water Pipes (CPVC), complete with all connections, fittings, insulation, hangers and supports, isolation valves, disinfections and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.2.1,40 mm diameter,M.L, 39.00 ,,,,,,, 39.00 , 39.00 
MECHANICAL,S1.P6.MOSQ.10.2.2.2,32 mm diameter,M.L, 21.00 ,,,,,,, 21.00 , 21.00 
MECHANICAL,S1.P6.MOSQ.10.2.2.3,20 mm diameter,M.L, 48.00 ,,,,,,, 48.00 , 48.00 
MECHANICAL,S1.P6.MOSQ.10.2.3,Presssure Reducing Valves with Gate/Check Valves including Valve Box,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.3.1,90 mm diameter,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.2.4,Water Hammer Arresters,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.4.1,PDI -A,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.2.4.2,PDI - B,EACH, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P6.MOSQ.10.2.4.3,PDI - C,EACH, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P6.MOSQ.10.2.5,"Electric Water Heater, complete with angle valves, pressure relief valves, concrete pad and all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.2.5.1,"EWH - (1 & 5),  80 liters capacity, vertical wall mounted",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.2.5.2,"EWH - (2 & 7),  100 liters capacity, vertical wall mounted",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.2.5.3,"EWH - (3 & 6),  120 liters capacity, vertical wall mounted",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.2.5.4,"EWH - (4), 150 liters capacity, vertical floor mounted",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P6.MOSQ.10.3,Sanitary Drainage System,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.3.1,"Below/Above ground drainage and vent pipes (UPVC), complete with connections, fittings and supports, including trenches for buried pipes and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.3.1.1,110 mm diameter,M.L , 100.00 ,,,,,,, 100.00 , 100.00 
MECHANICAL,S1.P6.MOSQ.10.3.1.2,75 mm diameter,M.L , 33.00 ,,,,,,, 33.00 , 33.00 
MECHANICAL,S1.P6.MOSQ.10.3.1.3,63 mm diameter,M.L , 174.00 ,,,,,,, 174.00 , 174.00 
MECHANICAL,S1.P6.MOSQ.10.3.1.4,50 mm diameter,M.L , 40.00 ,,,,,,, 40.00 , 40.00 
MECHANICAL,S1.P6.MOSQ.10.3.2,"Floor Drains, Cast Iron ",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.3.2.1,75 mm diameter,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.3.2.2,63 mm diameter,EACH, 17.00 ,,,,,,, 17.00 , 17.00 
MECHANICAL,S1.P6.MOSQ.10.3.3,"P Traps, PVC",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.3.3.1,75 mm diameter,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.3.3.2,63 mm diameter,EACH, 17.00 ,,,,,,, 17.00 , 17.00 
MECHANICAL,S1.P6.MOSQ.10.3.4,"Floor Cleanouts, Cast Iron",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.3.4.1,110 mm diameter,EACH, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P6.MOSQ.10.4,For External Use,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.4.1,"Water Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.4.1.1,90 mm diameter,M.L, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P6.MOSQ.10.4.2,"Isolation Gate Valves, including Valve Box",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.4.2.1,90 mm diameter,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.10.4.3,"Sewer Pipes (UPVC), including trench excavation and backfilling",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.10.4.3.1,110 mm diameter,M.L, 7.00 ,,,,,,, 7.00 , 7.00 
MECHANICAL,S1.P6.MOSQ.11,"HEATING, VENTILATING AND AIR CONDITIONING SYSTEMS",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.1,"Exhaust Fans, complete with all other appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.1.1,"EF - (1),  air flow = 0.075 lps  @ 65 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P6.MOSQ.11.1.2,"EF - (2),  air flow = 0.626 lps  @ 125 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P6.MOSQ.11.1.3,"EF - (3),  air flow = 0.988 lps  @ 125 pascals static pressure, roof mounted, centrifugal type, with backdraft damper",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P6.MOSQ.11.1.4,"EF - (4),  air flow = 1.038 cms @ 190 pascals static pressure, roof curb mounted, upblast centrifugal type with backdraft damper",EACH, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P6.MOSQ.11.2,Ductworks and Accessories,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.2.1,"Galvanized Steel Sheet Metal Duct, for Cold Air Ductworks, including insulation, fittings, hangers and supports, flexible duct connectors, volume/split dampers, bellmouth with insect screen, testing & balancing.
It includes metal jacket, cladding, for outdoor duct insulation protection.",???," 11,789.00 ",,,,,,," 11,789.00 "," 11,789.00 "
MECHANICAL,S1.P6.MOSQ.11.2.2,"Galvanized Steel Sheet Metal Duct, for Exhaust Ductworks, including fittings, hangers and supports, flexible duct connectors, bellmouth with insect screen, & testing.",???, 715.00 ,,,,,,, 715.00 , 715.00 
MECHANICAL,S1.P6.MOSQ.11.2.3,"Supply Ceiling Diffusers (SCD), including flexible duct, and all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.2.3.1,Face Size - 600 x 600 mm,EACH, 100.00 ,,,,,,, 100.00 , 100.00 
MECHANICAL,S1.P6.MOSQ.11.2.4,Return Ceiling Diffusers (RCD),,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.2.4.1,Face Size - 600 x 600 mm,EACH, 80.00 ,,,,,,, 80.00 , 80.00 
MECHANICAL,S1.P6.MOSQ.11.2.5,Exhaust Ceiling Grilles (ECG),,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.2.5.1,250 mm x 250 mm,EACH, 14.00 ,,,,,,, 14.00 , 14.00 
MECHANICAL,S1.P6.MOSQ.11.2.5.2,200 mm x 200 mm,EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.MOSQ.11.2.6,Acoustic Duct Liner,,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.2.6.1,"Flexible type, 25 mm thick",?2, 218.00 ,,,,,,, 218.00 , 218.00 
MECHANICAL,S1.P6.MOSQ.11.3,"Packaged Type Air Conditioning Units, complete with flexible duct connector, and all appurtenances, including concrete pads, all civil/structural works related thereto, & testing and commissioning.",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.3.1,"PACU (1, 2, 3 & 4),  165.5kw (total) cooling capacity",EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P6.MOSQ.11.4,"Split Type Airconditioning Unit, complete with all refrigerant lines, insulations, condensate drain system (with Soakaway Pit), pipe sleeves, metal jackets, control wires & all other appurtenances, including all civil/structural works related thereto, testing",,,,,,,,, -   , -   
MECHANICAL,S1.P6.MOSQ.11.4.1,"ACCU + FCU (1),  7.034 KW cooling capacity, wall mounted FCU, high level",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
